record_id,status_code,created_at,updated_at,user_assigned_uuid,notes,demand,category
126,active,4/22/2021,11/4/2020,a152563b-670c-4131-9de4-c3490c43c323,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,high,Van
127,inactive,12/18/2021,6/5/2020,d0840f11-a214-47c6-ac6c-9c0dcffc15b4,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,medium,Sport
128,retired,6/2/2020,1/6/2021,0da02ebc-417a-46fb-a8b8-be73d975da41,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",low,Sport
129,inactive,6/8/2021,3/11/2020,3a3e81a7-da57-4ba3-82f7-0c6ccbfabf18,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",high,Economical
130,inactive,7/12/2021,11/10/2020,ced4219d-59ad-46ac-9aee-e90ec8c4b485,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",medium,Truck
131,inactive,2/13/2021,8/23/2021,36efb79a-ff3d-462b-912c-781860597fa0,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",high,Extra Large
132,inactive,10/31/2020,7/29/2021,08d071f0-3130-4605-908c-6d5e75734bb8,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",medium,Truck
133,active,7/10/2021,12/20/2020,d9099c14-833a-4463-b039-e6f8da5cce32,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",medium,Van
134,inactive,11/10/2021,7/3/2020,47ea51cb-54fd-414d-9aa4-ea96b25e9d66,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",medium,Sport
135,active,9/16/2020,11/19/2020,681ba7c1-1fb0-4ac1-9ee6-b6b2d32be19d,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",low,Luxury
136,retired,12/27/2020,7/7/2020,1ef606a3-38f0-4dc9-8df5-5e70fd0d8af4,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",low,Sport
137,inactive,12/8/2020,7/4/2020,f2b0919f-c907-488f-bdfa-a4c4a3c79329,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,high,Sport
138,inactive,6/20/2021,7/3/2021,51bc76b8-7239-4b79-b1d2-3cc9f5226576,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",medium,Van
139,pending,5/6/2020,5/28/2021,2a39a3ad-20d0-4b5e-8a8d-3e2de34f5309,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,high,Extra Large
140,inactive,8/1/2020,5/4/2020,3835b344-ed73-404a-af87-df4b6ce63680,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,medium,Sport
141,pending,4/12/2020,12/23/2021,0087b9c4-4bd1-41fd-a83b-64d8aafd5ca7,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",high,Sport
142,retired,2/3/2021,7/5/2020,fd7255e1-11cf-4731-b797-66f2f1e0ff56,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",high,Truck
143,inactive,4/9/2020,12/5/2021,99bc0541-63cc-4f19-8a86-8daae1c1ee2a,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",low,Sport
144,retired,3/29/2020,11/4/2021,69d582b7-86a2-4b60-9d00-e1dc5e8a172c,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",low,Truck
145,pending,12/15/2021,2/22/2021,f989cdd9-5e42-472d-a367-44e5fdac933a,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,low,Extra Large
146,inactive,11/20/2020,5/19/2020,aac7afec-8995-49bf-a094-b738d1823d8c,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",low,Extra Large
147,retired,11/9/2020,12/25/2020,e50361dc-bcbe-4d89-839e-ec5dc723d907,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,low,Luxury
148,retired,1/23/2021,11/10/2021,8a2cbbea-b661-400d-864d-c790d5a48997,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,low,Economical
149,active,12/7/2020,10/29/2021,b7cc22ac-7e22-4b1b-8008-f29fe525304f,In congue. Etiam justo. Etiam pretium iaculis justo.,high,Truck
150,retired,8/9/2020,6/15/2021,5c660967-3b8e-43fc-b65a-d0d738d01e41,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",high,Truck
151,retired,1/11/2021,10/28/2020,2df21a72-fe08-4ce2-8198-bba5f55f43a3,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,low,Truck
152,active,12/3/2021,4/12/2021,45c5ef02-e9dc-421a-a242-a6666785abad,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,medium,Economical
153,pending,8/24/2020,5/6/2021,41bccb34-1cc9-47d9-9778-4448447a899c,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,high,Luxury
154,active,2/13/2020,9/7/2020,647efe82-8a74-4191-bd52-9674c8a029e3,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",medium,Sport
155,pending,6/14/2021,10/9/2020,11c80a58-fcc8-4575-a19e-22806a645551,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",high,Sport
156,active,12/13/2020,9/1/2021,07735a37-5b79-4e90-b883-21fea7709ec4,Fusce consequat. Nulla nisl. Nunc nisl.,low,Truck
157,inactive,7/6/2021,4/7/2020,d572afbb-88d2-461d-890d-8f498edcf5ee,Fusce consequat. Nulla nisl. Nunc nisl.,medium,Extra Large
158,inactive,11/5/2021,1/23/2021,c8948f8f-7999-41b8-a10e-2ec4169a1bc1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",medium,Sport
159,retired,9/5/2020,6/25/2021,6c79da46-7098-4aa0-97f7-752279266fa9,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",high,Economical
160,inactive,1/6/2020,7/2/2020,feb707f1-d3c0-43d6-bd88-467173872f3b,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",medium,Sport
161,inactive,11/29/2021,9/28/2021,e1810397-2529-47e3-9fbe-bfc918e965f0,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",high,Luxury
162,retired,5/31/2021,12/11/2021,ee88a8af-28b1-4871-a5ce-c6ae5a64d2d7,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,low,Truck
163,inactive,2/12/2020,6/10/2021,606e7e6e-655d-450f-a413-c53ccfea3017,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,high,Economical
164,pending,2/4/2021,11/24/2020,edeab7e0-85bd-48db-943c-322867b05c49,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",low,Van
165,pending,3/21/2021,7/22/2021,2cce5c84-2672-4cba-bf19-9e49ccc896a7,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,high,Luxury
166,inactive,5/13/2021,11/13/2020,d14c3a14-9ec0-4cf4-9352-5ca61ee26bd3,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",high,Truck
167,pending,6/6/2020,5/18/2021,53939503-acbf-4efe-aaae-e8f272d843d4,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",medium,Sport
168,retired,1/22/2021,11/8/2021,b4bdb299-3959-477d-a102-2f24c3c69c44,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",high,Sport
169,retired,12/14/2021,4/5/2020,44c02cbc-db69-4c91-9fd3-3d3cf8b888bd,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,medium,Extra Large
170,retired,11/10/2020,5/18/2021,69524570-b343-4b67-ad1e-1fb39504ba40,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",medium,Sport
171,retired,2/25/2021,12/13/2020,ba88dbb6-52eb-4964-b288-b710a2b8d42f,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",medium,Sport
172,inactive,9/23/2020,11/23/2021,8d99af8c-0fc0-4a25-9e66-53f49bdc958d,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,medium,Luxury
173,retired,11/10/2021,4/25/2020,dbf4b219-de62-4d44-b2b9-a95e35aec6f2,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,low,Van
174,retired,4/9/2021,4/24/2020,11030df8-b8b4-4340-9c9d-ec2330afd21d,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,low,Truck
175,retired,12/24/2021,8/31/2020,1d4a2a70-aed5-473a-b02a-8207de49c48b,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",high,Luxury
176,active,12/14/2021,6/9/2020,8ca4879d-fb8f-4709-beb3-76a0feb08c6c,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",high,Truck
177,active,5/19/2020,6/10/2020,dbea15f0-2049-439a-952d-dea180ac9eb4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",high,Truck
178,active,8/29/2021,4/9/2021,51b60483-a80c-42cf-a52c-c469b100f368,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,low,Economical
179,pending,2/12/2021,9/25/2020,dc54795d-0824-4f49-9e55-e0e593597a9f,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",medium,Van
180,inactive,9/8/2020,6/6/2020,b9d3dd46-06f2-462a-b9f9-6d2ad903ebe1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",high,Truck
181,inactive,6/16/2021,8/1/2021,74d7a014-892e-4407-b1f2-a953a0230fd3,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",low,Truck
182,active,10/25/2021,6/6/2020,35007fc0-4691-4c19-81a8-ca8855d7bc18,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,medium,Luxury
183,pending,10/5/2020,8/1/2021,f5dcf3ea-cda5-4e7a-9027-c83666ae7383,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,medium,Economical
184,pending,7/16/2020,5/17/2020,f89ae53d-ee6c-4b3d-b42c-61a63d3051a4,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",low,Van
185,inactive,5/24/2021,2/4/2020,24f8958e-1906-44bb-a75c-c785939b5f4e,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",high,Sport
186,inactive,2/1/2020,6/12/2020,f425ed6e-e534-4cd3-b39f-fece527db057,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,medium,Truck
187,pending,1/7/2021,7/8/2021,8dd8a836-5ddd-413f-9c60-89adc71a70b3,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",high,Sport
188,pending,11/26/2021,2/5/2020,96488eaa-bfd4-40c2-8db6-d72defe49ea1,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,medium,Economical
189,inactive,11/7/2021,12/8/2020,40f3212f-50b3-4385-9b46-99dcf59fae3b,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,medium,Sport
190,pending,3/12/2020,3/11/2020,e26ae1a5-f778-4696-b5bc-5549d05cf3a8,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",medium,Sport
191,retired,3/1/2021,9/24/2020,208eca2e-cfd9-4ebe-891e-ecbb79812ba4,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,medium,Sport
192,retired,1/15/2021,3/14/2021,fde559d4-f794-497b-bdaf-9eb6e362b993,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,high,Extra Large
193,inactive,9/29/2020,9/19/2020,20729128-69ef-46e7-ab00-d2a809ac746d,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",low,Economical
194,pending,7/25/2021,11/21/2020,cc08d9c8-fcf5-4d05-aa49-8fe5792d3252,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",medium,Luxury
195,active,6/24/2020,9/9/2021,4a7b0fa4-452a-4314-a2e8-b21e902bea3e,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,low,Sport
196,pending,5/3/2021,6/20/2021,3305620b-de1d-414b-8205-e5be93fbae93,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,high,Sport
197,inactive,2/20/2021,5/2/2020,0108050c-35c1-4569-836c-0676259c032b,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",low,Luxury
198,active,2/21/2021,11/25/2021,fdf6bb70-05b3-4380-a6b8-34832c6d4365,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",medium,Economical
199,pending,4/10/2020,1/15/2021,47a1be71-3028-4c28-a328-37d4e2ff2e60,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",medium,Extra Large
200,inactive,4/7/2021,6/5/2020,4f7bb4a8-06ec-4af1-b4f6-bac84c02c7f0,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,high,Economical
201,pending,6/21/2021,2/6/2020,40bea1e5-5a53-48e2-afef-e406fe4b153d,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",medium,Sport
202,retired,4/15/2021,2/9/2021,9aad17f7-2763-4e5c-bf3a-e9a5027cdf61,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,low,Luxury
203,retired,2/7/2021,11/6/2021,808d0486-449a-4379-9d5a-f068b0fb5bbc,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,medium,Sport
204,active,5/25/2021,5/8/2020,f90a64aa-c101-4500-931f-d3e96ecb0f5f,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,medium,Sport
205,inactive,12/27/2020,8/29/2021,e5a3d3a4-a349-4c4f-b3fa-47aaa570b898,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",high,Economical
206,pending,3/20/2021,12/23/2021,f9b185ce-102f-4925-9750-6ce65f573b6a,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,low,Sport
207,inactive,7/26/2021,9/22/2021,99e22b68-2a4f-4007-b14b-54e382deaeae,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,high,Luxury
208,active,8/22/2020,10/28/2021,120b7475-d93e-4867-9045-64f87ace1516,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",low,Sport
209,active,5/29/2020,6/2/2020,b3a6a4ff-6cc8-4eda-ba53-b3382abf29aa,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,low,Luxury
210,inactive,7/13/2021,4/12/2020,a95a3412-823a-4f74-853b-e89ee08834f6,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",low,Sport
211,inactive,11/28/2020,5/5/2021,c74cdc5b-e3ed-48fc-ae4e-acdcf3362db9,Fusce consequat. Nulla nisl. Nunc nisl.,low,Truck
212,inactive,10/28/2020,1/12/2021,ca96bb30-8bd9-4352-b031-c4cdb9fa6a71,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",medium,Truck
213,inactive,1/5/2020,2/11/2021,690cd94b-7102-4d5a-b352-ec077d28faf5,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",high,Extra Large
214,pending,12/9/2020,5/1/2020,f4ed8c41-81ce-4688-9a5a-4f39bc512d7a,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,high,Sport
215,inactive,4/20/2021,12/31/2020,064799ea-e470-4223-8b1b-44f18a93932e,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",low,Van
216,retired,4/11/2020,10/4/2020,e1f9b49d-511f-4585-afb2-a58f966d3250,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",medium,Truck
217,inactive,5/18/2021,10/22/2020,def68387-ba47-4b3e-b4a1-20a685c82a02,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",medium,Extra Large
218,active,10/22/2020,7/3/2021,188cdf60-c6c5-456e-a09b-9030f8c6ce0e,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",low,Economical
219,inactive,12/28/2020,7/10/2020,de79334e-864b-4a49-a1ed-5e997af2daec,Fusce consequat. Nulla nisl. Nunc nisl.,low,Van
220,inactive,2/28/2020,12/1/2020,814abb02-6131-4ab6-a5bd-5276d1cb51fb,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",low,Van
